-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SKNT   THTA   THTE   THTV
  416.0   6999  -27.4  -36.1     44   0.42    130     30  315.7  317.3  315.8
  414.0   7034  -27.7  -35.7     46   0.44    128     31  315.8  317.4  315.9
  413.0   7051  -28.1  -33.1     62   0.57    128     31  315.5  317.6  315.6
  412.0   7069  -28.1  -32.9     63   0.59    127     31  315.7  317.8  315.8
  410.0   7103  -28.4  -33.0     64   0.58    125     32  315.8  317.9  315.9
  404.0   7209  -29.3  -33.5     67   0.56    131     33  315.9  318.0  316.0
  402.0   7244  -29.5  -35.5     56   0.46    133     34  316.1  317.8  316.2
  400.0   7280  -29.9  -35.9     56   0.45    135     34  316.1  317.7  316.1
  398.0   7316  -30.3  -38.3     46   0.35    135     35  316.0  317.3  316.1
  392.0   7423  -31.1  -35.9     63   0.46    135     37  316.3  318.0  316.4
  385.0   7550  -32.1  -35.5     72   0.49    135     39  316.6  318.4  316.7
  380.0   7642  -32.9  -37.6     63   0.40    138     40  316.8  318.2  316.8
  379.0   7660  -33.1  -37.4     65   0.41    139     40  316.7  318.2  316.8
  362.0   7980  -35.7  -41.7     54   0.27    149     43  317.4  318.5  317.5
  361.0   7999  -35.9  -41.9     54   0.27    150     43  317.4  318.4  317.5
  359.0   8037  -36.3  -42.3     54   0.26    150     44  317.4  318.4  317.4
  358.0   8057  -36.5  -43.5     48   0.23    150     44  317.4  318.2  317.4
  354.0   8134  -36.9  -43.9     48   0.22    150     46  317.9  318.7  317.9
  351.0   8193  -37.3  -42.3     60   0.26    150     47  318.1  319.1  318.1
  349.0   8232  -37.7  -43.4     55   0.24    150     48  318.1  319.0  318.1
  348.0   8252  -37.9  -43.9     53   0.22    150     48  318.1  318.9  318.1
  346.0   8291  -38.1  -44.1     53   0.22    150     48  318.3  319.2  318.4
  339.0   8431  -39.5  -46.5     47   0.17    149     49  318.3  318.9  318.3
  337.0   8471  -39.9  -46.9     47   0.17    149     49  318.3  318.9  318.3
  332.0   8573  -40.7  -48.7     42   0.14    148     49  318.5  319.1  318.6
  326.0   8696  -42.1  -48.1     52   0.15    148     49  318.3  318.9  318.3
  317.0   8884  -43.7  -49.7     51   0.13    147     50  318.6  319.1  318.6
  306.0   9119  -46.1  -51.0     57   0.12    146     51  318.5  318.9  318.5
  301.0   9228  -46.9  -53.9     45   0.08    145     51  318.8  319.2  318.9
  300.0   9250  -47.1  -54.1     45   0.08    145     51  318.9  319.2  318.9
  296.0   9339  -48.1  -54.1     50   0.08    148     52  318.7  319.0  318.7
  294.0   9383  -48.5  -54.5     50   0.08    149     53  318.7  319.0  318.7
  293.0   9406  -48.7  -54.3     52   0.08    150     53  318.8  319.1  318.8
  291.0   9451  -49.1  -53.9     57   0.09    151     53  318.8  319.1  318.8
  283.0   9633  -50.7  -54.6     63   0.08    154     54  319.1  319.4  319.1
  280.0   9703  -51.3  -56.2     56   0.07    155     54  319.2  319.4  319.2
  271.0   9914  -53.1  -55.9     71   0.07    159     55  319.5  319.8  319.6
  269.0   9962  -53.5  -56.3     71   0.07    160     55  319.6  319.9  319.6
  267.0  10010  -53.9  -56.7     71   0.07    159     54  319.7  320.0  319.8
  263.0  10107  -54.7  -56.2     83   0.07    158     52  319.9  320.2  320.0
  261.0  10156  -55.3  -57.7     74   0.06    157     51  319.8  320.0  319.8
  256.0  10279  -56.0  -57.3     85   0.06    155     48  320.6  320.8  320.6
  255.0  10304  -56.1  -57.2     87   0.07    153     47  320.7  321.0  320.7
  253.0  10354  -56.3  -57.9     82   0.06    150     46  321.1  321.4  321.1
  251.0  10405  -56.1  -60.0     61   0.05    147     44  322.2  322.4  322.2
  250.0  10430  -56.1  -60.4     58   0.04    145     43  322.5  322.7  322.5
  249.0  10456  -56.1  -60.8     56   0.04    145     42  322.9  323.1  322.9
  248.0  10481  -56.1  -61.1     53   0.04    142     43  323.3  323.4  323.3
  245.0  10559  -56.7  -60.1     65   0.05    133     44  323.5  323.7  323.5
  244.0  10585  -56.9  -60.4     64   0.05    130     45  323.6  323.8  323.6
  243.0  10611  -56.5  -62.5     47   0.04    130     47  324.6  324.7  324.6
  241.0  10664  -56.1  -64.1     36   0.03    133     50  325.9  326.1  325.9
  239.0  10717  -56.3  -65.3     31   0.02    137     54  326.4  326.5  326.4
  237.0  10771  -55.2  -68.2     18   0.02    140     57  328.8  328.9  328.8
  233.0  10880  -53.1  -74.1      6   0.01    152     50  333.6  333.7  333.6
  232.0  10908  -52.6  -75.6      5   0.01    155     48  334.9  334.9  334.9
  230.0  10964  -51.5  -78.5      3   0.00    153     44  337.3  337.3  337.3
  225.0  11107  -51.1  -77.1      3   0.00    149     33  340.1  340.1  340.1
  221.0  11225  -50.7  -77.3      3   0.00    145     24  342.4  342.4  342.4
  210.0  11560  -49.7  -78.0      2   0.00    145     32  349.0  349.0  349.0
  203.0  11782  -49.0  -78.5      2   0.00    155     25  353.5  353.5  353.5
  200.0  11880  -48.7  -78.7      2   0.00    140     19  355.5  355.5  355.5
  199.0  11913  -48.6  -78.7      2   0.00    135     18  356.2  356.2  356.2
  197.0  11980  -48.3  -78.7      2   0.00    125     19  357.6  357.6  357.6
  190.0  12219  -47.4  -78.8      2   0.00    140     26  362.8  362.8  362.8
  186.0  12359  -46.9  -78.9      1   0.00    149     23  365.9  365.9  365.9
  183.0  12467  -47.0  -79.0      1   0.00    155     21  367.4  367.4  367.4
  177.0  12687  -47.3  -79.3      1   0.00    130     18  370.5  370.5  370.5
  169.0  12992  -47.6  -79.6      1   0.00    160     16  374.8  374.8  374.8
  165.0  13150  -47.8  -79.8      1   0.00    145     11  377.1  377.1  377.1
  161.0  13313  -48.0  -80.0      1   0.00    155     10  379.4  379.5  379.4
  159.0  13395  -48.1  -80.1      1   0.00    145      7  380.6  380.7  380.6
  156.0  13521  -48.2  -80.2      1   0.00    135     10  382.5  382.5  382.5
  150.0  13780  -48.5  -80.5      1   0.00    145     13  386.3  386.3  386.3
  145.0  14002  -48.7  -80.6      1   0.00    140     15  389.7  389.7  389.7
  142.0  14138  -48.9  -80.7      1   0.00    155     10  391.8  391.8  391.8
  135.0  14469  -49.2  -80.9      1   0.00    145     10  396.9  396.9  396.9
  132.0  14615  -49.3  -81.0      1   0.00    170     10  399.2  399.2  399.2
  129.0  14766  -49.5  -81.1      1   0.00    145      5  401.6  401.6  401.6
  125.0  14972  -49.7  -81.2      1   0.00    115     10  404.8  404.9  404.8
  123.0  15077  -49.8  -81.3      1   0.00    115     12  406.5  406.5  406.5
  119.0  15293  -50.0  -81.4      1   0.00    145     17  410.0  410.0  410.0
  114.0  15574  -50.3  -81.6      1   0.00    160     15  414.5  414.6  414.5
  100.0  16430  -51.1  -82.1      1   0.00    140      9  428.7  428.7  428.7
   94.0  16831  -51.5  -82.3      1   0.00    115     11  435.6  435.6  435.6
   91.0  17041  -51.7  -82.4      1   0.00    115     12  439.2  439.3  439.2
   86.0  17407  -52.1  -82.6      1   0.01    135     16  445.7  445.7  445.7
   79.0  17957  -52.6  -82.8      1   0.01    145     14  455.5  455.5  455.5
   77.0  18123  -52.8  -82.9      1   0.01    160     12  458.5  458.5  458.5
   74.0  18381  -53.0  -83.1      1   0.01     85      5  463.2  463.2  463.2
   73.0  18469  -53.1  -83.1      1   0.01     98      6  464.8  464.9  464.8
   70.0  18740  -52.3  -83.3      1   0.01    140      8  472.1  472.2  472.1
   67.0  19023  -52.1  -83.1      1   0.01    145     10  478.5  478.6  478.5
   65.0  19218  -52.0  -83.0      1   0.01    100     10  483.0  483.1  483.0
   63.0  19420  -51.8  -82.8      1   0.01    125     10  487.7  487.7  487.7
   61.6  19565  -51.7  -82.7      1   0.01    111     15  491.0  491.1  491.0
   61.0  19628  -51.8  -82.8      1   0.01    105     17  492.3  492.3  492.3
   59.0  19843  -52.0  -83.0      1   0.01    130     15  496.5  496.6  496.5
   55.0  20295  -52.4  -83.4      1   0.01    135     10  505.6  505.7  505.6
   54.0  20413  -52.5  -83.5      1   0.01    115     11  508.0  508.1  508.0
   52.3  20620  -52.7  -83.7      1   0.01    111     15  512.2  512.3  512.2
   52.0  20657  -52.5  -83.6      1   0.01    110     16  513.6  513.7  513.6
   50.3  20871  -51.1  -83.1      1   0.01    127     16  521.7  521.8  521.7
   50.0  20910  -51.3  -83.3      1   0.01    130     16  522.1  522.2  522.1
   49.0  21042  -51.2  -83.2      1   0.01    135     14  525.4  525.5  525.4
   48.0  21176  -51.1  -83.1      1   0.01    115     11  528.8  528.9  528.8
   46.0  21453  -50.9  -82.8      1   0.01    130     22  535.8  535.9  535.8
   43.0  21892  -50.5  -82.5      1   0.01    150     16  547.1  547.2  547.1
   42.0  22046  -50.4  -82.3      1   0.01    125     12  551.1  551.2  551.1
   40.1  22347  -50.1  -82.1      1   0.01    106     22  559.1  559.2  559.1
   40.0  22363  -50.2  -82.2      1   0.01    105     23  559.3  559.4  559.3
   38.5  22612  -51.3  -83.3      1   0.01    105     21  562.6  562.7  562.6
   38.0  22698  -50.9  -83.1      1   0.01    105     20  565.9  566.0  565.9
   37.0  22872  -50.0  -82.6      1   0.01     85     17  572.5  572.6  572.5
   36.3  22996  -49.3  -82.3      1   0.01     94     19  577.3  577.4  577.3
   35.0  23235  -49.8  -82.0      1   0.01    110     23  582.1  582.2  582.1
   34.7  23291  -49.9  -81.9      1   0.01    110     22  583.2  583.4  583.2
   34.0  23425  -48.8  -81.9      1   0.01    110     19  589.4  589.6  589.5
   33.4  23542  -47.9  -81.9      1   0.01    137     18  594.9  595.0  594.9
   33.0  23622  -47.9  -81.9      1   0.01    155     18  596.9  597.0  596.9
   30.0  24250  -48.1  -82.1      1   0.02    110     13  612.9  613.0  612.9
   29.2  24428  -47.3  -81.3      1   0.02     98     11  619.8  620.0  619.9
   29.0  24473  -47.4  -81.3      1   0.02     95     10  620.8  621.0  620.8
   28.0  24704  -47.8  -81.4      1   0.02    115      3  625.9  626.1  625.9
   27.0  24944  -48.3  -81.5      1   0.02     70     10  631.1  631.3  631.2
   26.5  25067  -48.5  -81.5      1   0.02     75     16  633.9  634.1  633.9
   26.0  25193  -48.2  -81.4      1   0.02     80     22  638.1  638.3  638.1
   25.0  25452  -47.7  -81.2      1   0.02    105     19  646.9  647.1  646.9
   24.0  25722  -47.1  -80.9      1   0.02     95      6  656.1  656.4  656.1
   22.0  26298  -45.9  -80.4      1   0.03     80     22  676.3  676.6  676.3
   20.8  26669  -45.1  -80.1      1   0.03     86     20  689.6  689.9  689.6
   20.0  26930  -45.5  -80.5      1   0.03     90     18  696.1  696.5  696.1
   19.0  27271  -45.9  -80.8      1   0.03     85     26  705.3  705.6  705.3
   18.0  27631  -46.2  -81.2      1   0.03    100     39  715.1  715.5  715.1
   17.8  27705  -46.3  -81.3      1   0.03    101     37  717.2  717.5  717.2
   17.0  28013  -45.1  -80.5      1   0.04    105     30  730.6  731.0  730.6
   16.0  28418  -43.4  -79.3      1   0.05    110     33  748.7  749.2  748.7
   15.8  28502  -43.1  -79.1      1   0.05   -999   -999  752.5  753.0  752.5
